price_usd,living_space_ft2,lot_size_ft2,home_age,distance_city_mi,crime_rate_index,condition,waterfront,home_type,heating_type,region
531297.63,1982.4,5480.3,15,5.02,3.8288,good,No,townhouse,gas,north
625472.93,2666,5652.2,76,6.34,1.6953,good,No,single_family,gas,east
453897.66,1542.6,5629.3,66,9.78,2.8175,excellent,No,condo,gas,south
536175.54,2171.1,9083.3,111,4.8,4.8549,good,No,single_family,gas,south
504020.06,1822.8,4237.8,8,12.82,2.0188,fair,No,single_family,electric,south
560620.3,1907.4,7551.4,59,10.44,5.645,fair,No,condo,electric,south
538181.4,2411.4,10044.9,77,8.69,2.9937,excellent,No,single_family,gas,west
514792.64,2003.1,5717,76,9.56,4.1709,fair,No,townhouse,gas,north
499243.97,2015.3,5205.2,116,6.13,3.4835,good,No,townhouse,electric,east
556549.37,2229,6423.7,70,5.49,3.5484,fair,No,townhouse,electric,east
513628.46,1654,9949.3,14,6.3,1.2887,good,No,condo,electric,west
411224.55,1464.3,7485.3,70,10,2.4326,good,No,single_family,electric,south
307564.82,1382.1,5672,101,8.8,4.4352,good,No,condo,gas,north
329673.12,1013.5,8209.7,97,6.31,2.5868,good,No,single_family,oil,south
625606.65,2622.5,4244.3,40,11,3.1666,excellent,Yes,townhouse,gas,west
444979.67,1358.7,8703.4,21,7.3,1.1431,good,No,single_family,oil,east
399325.63,1711.5,8021.5,23,5.23,2.3549,good,No,townhouse,oil,west
311518.15,1689.3,6230.5,112,9.02,4.3476,excellent,No,single_family,gas,east
421559.9,1923,4903.5,100,3.95,1.4608,excellent,No,single_family,electric,north
545566.99,2126.3,4783.3,43,1.25,3.8605,good,No,single_family,gas,east
528262.68,2144.2,8337,0,7.98,3.2133,excellent,No,condo,electric,north
507371,1566.8,10072.5,9,5.37,2.7169,poor,No,single_family,electric,south
474589.1,1733.2,5406.7,106,6.98,2.6641,good,No,townhouse,electric,south
552812.14,1913,8146,79,4.13,2.4108,excellent,No,condo,gas,west
